Publication_ID,Publication,Authors,Year_of_Publication,Bibliographic_Reference,Excavation,Survey,Catalogue,Quantification,Years_of_Activity,Comment_Remarks,Team,Bibl_Abr
199,Mlynarczyk 2005,Mlynarczyk,2005,"Pottery report, in: A. Segal/J. Mlynarczyk/M. Burdajemicz/M. Schuler/M. Eisenberg, 2005: Hippos-Sussita. Sixth season of excavations (July 2005, Haifa (pp. 113-39).",1,0,1,0,2005,,Israelitish-Polish,"Pottery report, in:  ..."

200,Monacchi 1988,Monacchi,1988,"Ceramiche sigillata, in: A. DiVita (ed.), 1988: Gortina I, Roma (Monografie della Scuola Archaeologica di Atene e delle Missioni italiane in Oriente III) (pp. 199-220).",1,0,1,0,,,Italian,"Ceramiche sigillata, ..."

201,Montet 1928,Montet,1928,"Byblos et l'egypte. Quatre campagnes de fouilles a Gebeil 1921 - 1922 - 1923 - 1924, Paris (Bibliothèque Archaologique et Historique Tome XI).",1,0,1,0,1921-1924,,French,Byblos et l'egypte.  ...

202,Munro & Tubbs 1891,Munro & Tubbs,1891,"Excavations in Cyprus, 1890, in: JHS 12, 1891, pp. 59-198.",1,0,1,0,1890,,British,Excavations in Cypru ...

203,Negev & Sivan 1977,Negev & Sivan,1977,"The pottery of the Nabataean necropolis at Mampsis, in: RCRF Acta 17-18, 1977, pp. 109-31.",1,0,1,0,,,Israelitish,The pottery of the N ...

204,Negev 1972,Negev,1972,"Nabatean Sigillata, in: Revue Biblique 79, 1972, pp. 381-98.",1,0,1,0,,A year of excavation of 1959 is mentioned for Negev 1974.,Israelitish,"Nabatean Sigillata,  ..."

205,Negev 1974,Negev,1974,"The Nabatean potter's workshop at Oboda, Bonn (RCRF Acta Supplementa Volume 1).",1,0,1,0,1959,,Israelitish,The Nabatean potter' ...

206,Neuru & Soren 1987,Neuru & Soren,1987,"Significant pottery and lamps from the temple, in: D. Soren (ed.), 1987: The sanctuary of Apollo Hylates at Kourion, Cyprus, Tucson (pp. 232-62).",1,0,1,0,1978,,American,Significant pottery  ...

207,Neuru 1980,Neuru,1980,"Late Roman pottery: a fifth-century deposit from Carthage, in: AntAfr 16, 1980, pp. 195-211.",1,0,1,1,1976 & 1978,"The quantification only pertains to the amphorae ('The coarse wares, however, including the amphorae, are incomplete in the catalogue: a tentative count and identification of types will be found in table form').",Canadian,Late Roman pottery:  ...

208,Nicolaou 1976,Nicolaou,1976,"The historical topography of Kition, Goteborg (Studies in Mediterranean Archaeology Volume XLIII).",1,0,1,0,,"It is not clear what nationalities contributed to the present work, perhaps Swedish and Greek?",Swedish,The historical topog ...

209,None-Ammata,None-Ammata,,,0,1,0,1,2005-2006,"Unpublished material collected during a survey of a site, perhaps ancient Ammata, in the Jordan Valley.",Dutch,

210,None-Kozluca,None-Kozluca,,,0,1,0,0,2003,,Belgian,

211,None-Tanagra,None-Tanagra,,,0,1,0,1,2000-2006,"Unpublished material collected during the survey of the intra and extra muros areas of Tanagra, as well as of a number of sites in the immediate hinterland of Tanagra.",Dutch-Slovenian,

212,None-Thespiae,None-Thespiae,,,0,1,0,0,1985-1986,Unpublished material collected during surface survey by the Boeotia Project under the direction of J.L. Bintliff & A. Snodgrass.,British,

213,Ober 1987,Ober,1987,"Pottery and miscellaneous artifacts from fortified sites in northern and western Attica, in: Hesperia 56, 1987, pp. 197-27.",0,1,1,0,"1930's, 1940's & 1978-1985",,American,Pottery and miscella ...

214,Oikonomou-Laniado 2003,Oikonomou-Laniado,2003,"Argos paleochretienne. Contribution ˆ l'etude du Peloponnèse Byzantin, Oxford (BAR International Series 1173).",1,0,1,0,1983-1998,,French,Argos paleochretienn ...

215,Orssaud 1980,Orssaud,1980,"La ceramique, in: J.-P. Sodini/G. Tate/B. Bavant/S. Bavant/J.-L. Biscop/D. Orssaud, Dehès (Syrie du Nord) Campagnes I-III (1976-1978). Recherches sur l'habitat rural, in: Syria LVII, 1980, pp. 234-66.",1,0,1,0,1976-1978,,French,"La ceramique, in: J. ..."

216,Orssaud 1991,Orssaud,1991,"Annexe. La ceramique, in: J. Lauffray, 1991: Halabiyya-Zenobia. Place forte du limes oriental et la haute-Mesopotamie au VIe siècle. Tome II. L'architecture publique, religieuse, privee et funeraire, Paris (Institut Français d'Archeologie du Proche-Orient Tome CXXXVIII) (pp. 260-75).",1,0,1,0,1944-5,,French,Annexe. La ceramique ...

217,Ortisi 1999,Ortisi,1999,"(mit einem Beitrag von M. Mackensen), Ein fruhkaiserzeitlicher Keramikkomplex aus einem Schopfbrunnen in Insula E 117 West in Karthago, in: RM 106, 1999, pp. 439-93.",1,0,1,0,1977-1979,,German,(mit einem Beitrag v ...

218,Outschar 1997,Outschar,1997,"Die keramischen Funde aus dem und bene dem Sarkophag westlich des 'Androklos-Heroons', H. Thur, (ed.), 1997: 'Éund verschonerte die StadtÉ' Ein ephesischer Priester des Kaiserkultus in seinem Umfeld, Wien (…AI Sonderschriften Band 27) (pp. 27-40).",1,0,1,0,1988,,Austrian,Die keramischen Fund ...

219,Outschar 2000,Outschar,2000,"Keramik macht Baugeschichte. Die Begrenzung der Insula Hanghaus 2 in Ephesos: Die Evidenz des keramischen Fundmaterials unter dem Pflaster der sog. Hanghausstrasse, in: RHM Band 42, 2000, pp. 107-69.",1,0,1,0,1984,,Austrian,Keramik macht Bauges ...

220,Oxe 1927,Oxe,1927,"Terra sigillata aus dem Kerameikos, in: Mitt.D.I.AA 52, 1927, pp. 213-24.",1,0,1,0,,,,Terra sigillata aus  ...

221,Parker 1994,Parker,1994,"A late Roman soldier's grave by the Dead Sea, in: ADAJ 38, 1994, pp. 385-94.",1,0,1,1,1976,,American,A late Roman soldier ...

222,Peacock et al. 2007,Peacock et al.,2007,"Pottery from the survey, in: D.P.S. Peacock-L. Blue (eds.) 2007: The ancient Red Sea port of Adulis, Eritrea. Results of the Eritro-British Expedition 2004-5, Oxford, 79-108.",0,1,1,0,2004-2005,,Eritro-British,Pottery from the sur ...

223,Peignard 1997,Peignard,1997,"La vaisselle de la Maison des Sceaux, Delos, in: 1997: ?'???S???????? S??????S? G?? ??? ??????S???? ????????. ???????G??? ?????????? ????S?? S??O?? ??G?S?????. ????????. ?e?µe?a, Athens (pp. 308-16).",1,0,1,1,,,French,La vaisselle de la M ...

224,Pellegrino 2003,Pellegrino,2003,"Presentation des ceramiques issues des fouilles menees en 1998-1999 sur l'acropole lycienne de Xanthos, in: Anatolia Antiqua XI, 2003, pp. 215-21.",1,0,1,0,1998-1999,,French,Presentation des cer ...

225,Perdrizet 1908,Perdrizet,1908,"Monuments figures: petits bronzes, terres-cuites, antiquites diverses, Paris (Fouilles de Delphes V. Fascicule 1).",1,0,1,0,,,French,Monuments figures: p ...

226,Pickersgill & Roberts 2003,Pickersgill & Roberts,2003,"New light on Roman Sparta: Roman pottery from the Sparta theatre and stoa, in: BSA 98, 2003, pp. 549-97.",1,0,1,0,1989-1998,"Note that the groups consists of a number of contexts, whose archaeological background/context differs substantially. In other words, the authors regarded this aspect less important than the chronological dimension, which enabled them to make groups.",British,New light on Roman S ...

227,Ploug 1985,Ploug,1985,"Minor objects of terracotta, in: G. Ploug, 1985: Hama. Fouilles et recherches 1931-1938 III 1. The Graeco-Roman town, Copenhagen (Nationalsmuseets Skrifter IX) (pp. 228-30).",1,0,1,0,1931-1938,,Danish,Minor objects of ter ...

228,Pritchard 1958,Pritchard,1958,"The excavation at Herodian Jericho, 1951, in: AASOR Volumes XXXII-XXXIII, 1952-4, pp. 1-58.",1,0,1,0,1951,,American,The excavation at He ...

229,Raab 2001,Raab,2001,"The Garage excavation and stratigraphy, in: H.A. Raab, 2001: Rural settlement in Hellenistic and Roman Crete. The Akrotiri Peninsula, Oxford (BAR International Series 984) (pp. 63-73).",1,0,1,0,1990-1991,,Greek,The Garage excavatio ...

230,Rautman 1995,Rautman,1995,"Two Late Roman wells at Sardis, in: AASOR 53, 1995, pp. 37-84.",1,0,1,0,1982-1985 & 1986-1988,,American,Two Late Roman wells ...

231,Rautman 2003,Rautman,2003,"Roman and Late Roman ceramics, in: M. Rautman, 2003: A Cypriot village of Late Antiquity. Kalavasos-Kopetra in the Vasilikos valley, Ann Arbor (JRA Supplementary Series No. 52) (pp. 162-215).",1,1,1,1,1986-1992,,American,Roman and Late Roman ...

232,Rendini 2004,Rendini,2004,"Ceramiche fini e comuni, Ceramica Sigillata, in: A. DiVita (ed.), 2004: Gortina VI. Scavi 1979-1982, Padova (Monografie della Scuola Archeologica italiana di Atene e delle Missioni italiene in Oriente XIV) (p. 341, pp. 401-6).",1,0,1,0,1979-1982,,Italian,Ceramiche fini e com ...

233,Reynolds 1997,Reynolds,1997,"A first century AD pottery assemblage from Lepcis Magna, in: H. Walda-S.-A. Ashton-P. Reynolds-J. Sidell-I. Welsby Sestrom-K. Wilkinson, The 1996 excavations at Lepcis Magna, in: Libyan Studies 28, 1997, 49-63.",1,0,1,1,1995,,British,A first century AD p ...

234,Reynolds 1997-1998,Reynolds,1998,"Pottery production and economic exchange in second century Berytus: some preliminary observations of ceramic trends from quantified ceramic deposits from the AUB-Leverhulme excavations in Beirut, in: Berytus 43, 1997-1998, pp. 35-110.",1,0,1,1,1990's,,British-Lebanese,Pottery production a ...

235,Reynolds 2002,Reynolds,2002,"The pottery, in: W. Bowden/R. Hodges/K. Lako, Roman and late-antique Butrint: excavations and survey 2000-2001, in: JRA 15, 2002, pp. 221-7.",1,1,1,0,2000-2001,,British,"The pottery, in: W.  ..."

236,Reynolds 2004,Reynolds,2004,"Italian fine wares in first century AD Berytus: the assemblage from the Cistern Deposit BEY 006 12300/12237, in: J. Poblome/P. Talloen/R. Brulet/M. Waelkens (eds.), 2004: Early Italian Sigillata. The chronological framework and trade patterns. Proceedings of the First International ROCT-congress. Leuven, May 7 and 8, 1999, Leuven/Paris/Dudley (Babesch Supplement 10) (pp. 117-31).",1,0,1,1,1990's,,British-Lebanese,Italian fine wares i ...

237,Riley 1975,Riley,1975,"The pottery from the first session of excavation in the Caesarea Hippodrome, in: BASOR Volume 218, 1975, pp. 25-63.",1,0,1,1,,,American,The pottery from the ...

238,Rizzo 2001,Rizzo,2001,"Terra Sigillata italica, Terra Sigillata cipriota ('Cypriot Sigillata'), Terra Sigillata macedonica, Terra Sigillata africana, Terra Sigillata LRC, Terra Sigillata color crema, Ceramica cnidia a rilievo, in: A. DiVita (ed.), 2001: Gortina Volume V.3. Lo scavo del pretorio (1989-1995). I materiali, Padova (Monografie della Scuola Archeologica italiana di Atene e delle Missioni italiene in Oriente XII) (pp. 36-67, pp. 72-3).",1,0,1,1,1989-1995,,Italian,Terra Sigillata ital ...

239,Rizzo 2004,Rizzo,2004,"Ceramica Sigillata, in: A. DiVita (ed.), 2004: Gortina VI. Scavi 1979-1982, Padova (Monografie della Scuola Archeologica italiana di Atene e delle Missioni italiene in Oriente XIV) (pp. 184-98, pp. 326-36).",1,0,1,0,1979-1982,,Italian,"Ceramica Sigillata,  ..."

240,Robinson 1959,Robinson,1959,"Pottery of the Roman period. Chronology, Princeton (The Athenian Agora Volume V).",1,0,1,0,Not mentioned,,American,Pottery of the Roman ...

241,Robinson 1965,Robinson,1965,"The Early Roman pottery from the Antikythera wreck, in: G.D. Weinberg/V.R. Grave/G.R. Edwards/H.S. Robinson/P. Throckmorton/E.K. Ralph, 1965: The Antikythera shipwreck reconsidered, Philadelphia (Transactions of the American Philosophical Society Volume 55, Part 3) (pp. 28-9).",1,0,1,0,,"The original discovery and 'excavation' of the wreck took place in 1900, but at least one further mission took place, in 1976, during which also a number of coins were found that further contributed to the dating the sinking of the ship.",American-Greek,The Early Roman pott ...

242,Robinson 1969,Robinson,1969,"A sanctuary and cemetery in western Corinth, in: Hesperia 38, 1969, pp. 1-35.",1,0,1,0,1962,,American,A sanctuary and ceme ...

243,Rodziewicz 1976,Rodziewicz,1976,"Alexandrie I. La ceramique romaine tardive d'Alexandrie, Warsaw.",1,0,1,0,"1963, 1967 & 1970?",Not clear during which years exactly the excavations took place.,Polish,Alexandrie I. La cer ...

244,Rodziewicz 1994,Rodziewicz,1994,"Chronology and topography, in: K. Grzymski/J. Anderson/J.W. Hayes/M. Abd el-Samie/A. el-Tabai/O. Hamza, Canadian-Egyptian excavations at Tell al-Farama (Pelusium) west: spring 1993, in: 1994: Societes urbaines en egypte et au Soudan, Lille (Cahiers de Recherches de l'Institut de Papyrologie et d'Egyptologie de Lille No. 16) (pp. 154-60).",1,1,1,0,1993,,Canadian-Egyptian,Chronology and topog ...

245,Remer-Strehl 2000,Remer-Strehl,2000,"Die Keramik, in: M. Novak/A. Oettel/C. Witzel, 2000: Der parthisch-romische Friedhof von Tall _eh Hamad/Magdala Teil I, Berlin (Berichte der Ausgrabung Tall _eh Hamad/Dur-Katlimmu (Batsh) Band 5) (pp. 121-47).",1,0,1,0,,,German,"Die Keramik, in: M.  ..."

246,Rosenthal 1978,Rosenthal,1978,"The Roman and Byzantine pottery, in: E. Stern, 1978: Excavations at Tel Mevorakh (1973-1976). Part one: From the Iron Age to the Roman period, Jerusalem (Qedem 9) (pp. 14-9).",1,0,1,0,1973-1976,,Israelitish,The Roman and Byzant ...

247,Rosenthal-Heginbottom 1988,Rosenthal-Heginbottom,1988,"The pottery, in: Y. Tsafrir/J. Patrich/R. Rosenthal-Heginbottom/I. Hershkovitz/Y.D. Nevo, 1988: Excavations at Rehovot-in-the-Negev Volume I: The northern Church, Jerusalem (Qedem 25) (pp. 78-96).",1,0,1,1,"1976, 1979 & 1986?",,Israelitish,"The pottery, in: Y.  ..."

248,Rosenthal-Heginbottom 1995,Rosenthal-Heginbottom,1995,"Imported Hellenistic and Roman pottery, in: E. Stern, 1995: Excavations at Dor, Final report Volume IB. Areas A and C: The finds, Jerusalem (Qedem Reports 2) (pp. 183-233 & 257-71).",1,0,1,0,,,Israelitish,Imported Hellenistic ...

249,Rosenthal-Heginbottom 2005,Rosenthal-Heginbottom,2005,"The 1968 excavations, in: B. Arubas/H. Goldfus (eds.), 2005: Excavations on the site of the Jerusalem International Convention Center (Binyanei Ha'uma): A settlement of the late first to second Temple period, the tenth legion's kiln works, and a Byzantine monastic complex. The pottery and other small finds, Portsmouth (JRA Supplementary Series 60) (pp. 229-82).",1,0,1,0,1968,,Israelitish,The 1968 excavations ...

250,Rossiter & Freed 1991,Rossiter & Freed,1991,"Canadian-Turkish Excavations at Domuztepe, Cilicia (1989), in: Echos du Monde Classique/Classical Views XXXV n.s. 10 no. 2, 1991, pp. 145-74.",1,1,1,1,1989,,Canadian-Turkish,Canadian-Turkish Exc ...

251,Rudolph 1979,Rudolph,1979,"Excavations at Porto Cheli and vicinity preliminary report V: the Early Byzantine remains, in: Hesperia 48, 1979, pp. 294-324.",1,0,1,0,,,American,Excavations at Porto ...

252,Rutten 2007,Rutten,2007,"The Roman fine wares of ed-Dur (Umm al-Qaiwain U.A.E.) and their distribution in the Persian Gulf and the Indian Ocean, in: Arabian Archaeology and Epigraphy 18, 2007, pp. 8-24.",1,1,1,1,,"(p. 8) ""a full description and analysis"".",Belgian-British-Danish-French-'European',The Roman fine wares ...

253,Sackett 1992,Sackett,1992,Knossos from Greek city to Roman colony. Excavations at the Unexplored Mansion II. Oxford (BSA Supplement 21).,1,0,1,1,"1967-8, 1971-3 & 1977",,British,Knossos from Greek c ...

254,Sakka 2001,Sakka,2001,"Classical, Hellenistic, and Roman pottery, in: M.B. Cosmopoulos, 2001: The rural history of ancient Greek city-states. The Oropos Survey Project, Oxford (BAR International Series 1001) (pp. 64-70).",0,1,1,0,1989-1991 & 1993-1995,,Canadian-Greek,"Classical, Hellenist ..."

255,Salles 1993,Salles,1993,"La citerne 198, in: J.-F. Salles (ed.), 1993: Les niveaux Hellenistiques, Paris (Kition-Bamboula IV) (pp. 261-84).",1,0,1,0,1980-1,,French,"La citerne 198, in:  ..."

256,Sanders 1999,Sanders,1999,"A Late Roman bath at Corinth. Excavations in the Panayia field, 1995-1996, in: Hesperia 68, 1999, pp. 441-80.",1,0,1,1,1995-1996,,American,A Late Roman bath at ...

257,Sandrini 2003,Sandrini,2003,"Le sigillate orientali di Altino, in: Marrone, G.C.-M. Tirelli (eds.) 2003: Produzioni, merci e commerci in Altino preromana e romana. Atti del convegno Venezia 12-14 dicembre 2001, Rome (Altinum. Studi di Archeologia, Epigrafia e Storia 3) (Studi e Ricerche sulla Gallia Cisalpina 17) (227-33).",1,0,1,0,1991,,Italian,Le sigillate orienta ...

258,Schafer 1962,Schafer,1962,"Terra Sigillata aus Pergamon, in: Arch.Anz. 1962, pp. 777-802.",1,0,1,0,,,German,Terra Sigillata aus  ...

259,Schauer 2001,Schauer,2001,"Ein spathellenistischer Bau in Olympia (Grabungen des DAI 1987-1991), in: J.-Y. Marc/J.-C. Moretti (eds.), 2001: Constructions publiques et programmes edilitaires en Grèce entre le IIe siècle av. J.-C. et le Ier siècle ap. J.-C. Actes du Colloque Organise par l'Ecole Française d'Athènes et le CNRS, Athènes 14-17 mai 1995, Athens (BCH Supplement 39) (pp. 323-8).",1,0,1,0,1987-1991,,German,Ein spathellenistisc ...

260,Schmid 1998,Schmid,1998,"Decline or prosperity at Roman Eretria?, in: JRA 12, 1999, pp. 273-93.",1,0,1,0,,,Swiss,Decline or prosperit ...

261,Schmid 2000,Schmid,2000,"Sullan debris from Eretria (Greece)?, in: RCRF Acta 36, 2000, pp. 169-80.",1,0,1,0,1996-8,,Swiss,Sullan debris from E ...

262,Schneider 1996,Schneider,1996,"Die Importkeramik, in: A. Bignasca/N. Desse-Berset/R. Fellmann Brogli/R. Glutz/S. Karg/D. Keller/B. Kolb/Ch. Kramar/M. Peter/S.G. Schmid/Ch. Schneider/R.A. Stucky/J. Studer/I. Zanoni, 1996: Petra Ez-Zantur I. Ergebnisse der Schweizerisch-Liechtensteinischen Ausgrabungen 1988-1992, Mainz (Terra Archaeologica II) (pp. 129-50).",1,0,1,0,1988-1992,,Swiss-Liechtensteinese,"Die Importkeramik, i ..."

263,Sedov 1992,Sedov,1992,"New archaeological and epigraphical material from Qana (South Arabia), in: Arabian Archaeology and Epigraphy 3, 1992, pp. 110-37.",1,0,1,0,1985-,,Russian-Yemenite,New archaeological a ...

264,Seton Lloyd 1954,Seton Lloyd,1954,"Sultantepe, Part II, in: AS Volume IV, 1954, pp. 101-10.",1,0,1,0,1952,,British-Turkish,"Sultantepe, Part II, ..."

265,Sève 1980,Sève,1980,"Un puit argien du Haut-Empire, in: 1980: etudes Argiennes, Paris (BCH Supplement VI) (pp. 295-321).",1,0,1,0,1976,,French,Un puit argien du Ha ...

266,Sevin & Derin 1989,Sevin & Derin,1989,"A fortified site to the east of Malatya, in: D.H. French/C.S. Lightfoot (eds.), 1989: The Eastern frontier of the Roman Empire. Proceedings of a colloquium held at Ankara in September 1988, Oxford (BIAA Monograph No. 11) (BAR International Series 553 (ii)) (pp. 437-60).",0,1,1,0,,,Turkish,A fortified site to  ...

267,"Shajan, Cherian, Tomber & Selvakumar 2008","Shajan, Cherian, Tomber & Selvakumar",2008,"The external connections of Early Historic Pattanam, India: the ceramic evidence, in: Antiquity 315, 2008 (http://antiquity.ac.uk/projgall/tomber/index.html).",1,0,1,0,2004,,Indian,The external connect ...

268,Sieler 2004,Sieler,2004,"Spathellenistische, romische und spatantike Feinkeramik aus Petra _ Surveymaterial der Naturhistorischen Gesellschaft Nurnberg, in: DaM Band 14, 2004, pp. 91-166.",0,1,1,0,1973-1992,,German,"Spathellenistische,  ..."

269,"Sinn, Ladstatter & Martin 1993","Sinn, Ladstatter & Martin",1993,"Bericht uber das Forschungsprojekt ,Olympia wahrend der romischen Kaiserzeit und in der Spatantike' II. Die Arbeiten im Jahr 1993, in: Nikephoros 6, 1993, pp. 153-8.",1,0,1,0,1993,,German,Bericht uber das For ...

270,Slane & Sanders 2005,Slane & Sanders,2005,"Corinth: Late Roman horizons, in: Hesperia 74, 2005, pp. 243-97.",1,0,1,0,1980's & 1997-8,,American,Corinth: Late Roman  ...

271,Slane 1980,Slane,1980,"A Tiberian pottery deposit from Corinth, in: Hesperia 49, 1980, pp. 133-77.",1,0,1,0,1976,,American,A Tiberian pottery d ...

272,Slane 1986,Slane,1986,"Two deposits from the Early Roman Cellar Building, in: Hesperia 55, 1986, pp. 271-318.",1,0,1,0,1976,,American,Two deposits from th ...

273,Slane 1987,Slane,1987,"Italian Sigillata imported to Corinth, in: RCRF Acta 25/26, 1987, pp. 189-205.",1,0,1,0,-,,American,Italian Sigillata im ...

274,Slane 1990,Slane,1990,"The Sanctuary of Demeter and Kore. The Roman pottery and lamps, Princeton (Corinth XVIII/2).",1,0,1,0,1961-1975,,American,The Sanctuary of Dem ...

275,Slane 1994,Slane,1994,"Tetrarchic recovery in Corinth. Pottery, lamps and other finds from the Peribolos of Apollo, in: Hesperia 63, 1994, pp. 127-69.",1,0,1,0,1966,,American,Tetrarchic recovery  ...

276,Slane 1996,Slane,1996,"Other ancient ceramics imported from the Mediterranean, in: V. Begley, 1996: The ancient port of Arikamedu. New excavations and researches 1989-1992. Volume one, Pondich_ry (Memoires Archeologiques 22) (pp. 351-68).",1,0,1,1,1989-1992,,Indian-American,Other ancient cerami ...

277,Slane 1997,Slane,1997,"The fine wares, in: S.C. Herbert (ed.), 1997: Tel Anafa II,i: The Hellenistic and Roman pottery, Ann Arbor (JRA Supplementary Series 10) (pp. 247-406).",1,0,1,1,1968-1973 & 1979-1981,,American,"The fine wares, in:  ..."

278,Strommenger 1967,Strommenger,1967,"Gefasse aus Uruk von der neubabylonischen Zeit zu den Sassaniden, Berlin (Ausgrabungen der Deutschen Forschungsgemeinschaft in Uruk-Warka 7).",1,0,1,0,"1912-1913, 1928-1962 & 1964",,German,Gefasse aus Uruk von ...

279,Stucky 1983,Stucky,1983,"Ras Shamra Leukos Limen. Die nach-ugaritische Besiedlung von Ras Shamra, Paris (Mission Archeologique de Ras Shamra 1).",1,0,1,0,"1951, 1960-64 & 1971-73",,French,Ras Shamra Leukos Li ...

280,Sutton 1990,Sutton,1990,"Appendix: ceramics of the Historic period, in: J.C. Wright/J.F. Cherry/J.L. Davis/E. Mantzourani/S.B. Sutton, The Nemea Valley Archaeological Project. A preliminary report, in: Hesperia 59, 1990, pp. 646-59.",0,1,1,0,1984-1989,"Only a selection (p. 610, 'A conspectus of finds') is presented in this appendix.",American,Appendix: ceramics o ...

281,Technau 1929,Technau,1929,"Griechische Keramik im samischen Heraion, in: Mitt des DAI, Ath.Abt. Band 54, 1929, pp. 6-64.",1,0,1,0,1910-1914 & 1925-1928,,German,Griechische Keramik  ...

282,"Tekk_k, Wallrodt, Gundem & Rose 2001","Tekk_k, Wallrodt, Gundem & Rose",2001,"Two Roman wells in the lower city of Ilion. Quadrats C29 and w28: in: Studia Troica Band 11, 2001, pp. 343-82.",1,0,1,0,1993-1999,,German-Turkish,Two Roman wells in t ...

283,Thalmann 1978,Thalmann,1978,"Tell 'Arqa (Liban nord). Campagnes I-III (1972-1974). Chantier I. Rapport preliminaire, in: Syria IV, 1978, pp. 1-133.",1,0,1,0,1972-1974,,French-Lebanese,Tell 'Arqa (Liban no ...

284,Thompson 1934,Thompson,1934,"Two centuries of Hellenistic pottery, in: Hesperia 3, 1934, pp. 310-480.",1,0,1,0,1932-33,,American,Two centuries of Hel ...

285,Thrummer 1986,Thrummer,1986,"Funde und Datierung, in: W. Alzinger/S. Gogos/R. Thrummer, Aigeira-Hyperesia und die Siedlung Phello‘ in Achaia. …sterreichische Ausgrabungen auf der Peloponnes 1972-1983 Teil II: Theater und Umgebung, in: Klio 68, 1986, pp. 57-62.",1,0,1,0,1972-1983,,Austrian,"Funde und Datierung, ..."

286,Tidmarsh 1990,Tidmarsh,1990,"Excavations in Area XXIII (The Hellenistic Period), in: P.C. Edwards/S.J. Bourka/K.A. Da Costa/J.C. Tidmarsh/A.G. Walmsley/P.M. Watson, Preliminary report on the University of Sydney's tenth season of excavation at Pella (Tabaqat Fahl) in 1988, in: ADAJ XXXIV, 1990, pp. 71-6.",1,0,1,0,1958,"Whereas the excavations where indeed carried out in 1958, and a report had appeared in the same year as the excavations, and the activities reported here seem to contain an addition to the older excavations.",Australian,Excavations in Area  ...

287,Tidmarsh 2005,Tidmarsh,2005,"Pottery: the imported wares, in: G. Clarke, Jebel Khalid: the 2004 and 2005 seasons, Mediterranean Archaeology 18, 2005, 148-57.",1,0,1,0,2004-2005,,Australian-Syrian,Pottery: the importe ...

288,Tobin 2004,Tobin,2004,"Black Cilicia. A study of the Plain of Issus during the Roman and Late Roman periods, Oxford (BAR International Series 1275).",0,1,1,0,1991 & 1994-5,,American-Turkish,Black Cilicia. A stu ...

289,T_lle-Kastenbein 1974,T_lle-Kastenbein,1974,"Keramik, in: R. T_lle-Kastenbein, 1974: Das Kastro Tigani. Die Bauten und Funde griechischer, r_mischer und byzantinischer Zeit, Bonn (Samos Band XIV) (pp. 138-63).",1,0,1,0,1965-1969,,German,"Keramik, in: R. T_ll ..."

290,Tomber 1988,Tomber,1988,"Pottery from the 1982-3 excavations, in: J.H. Humphrey (ed.), 1988: The circus and a Byzantine cemetery at Carthage I, Ann Arbor (pp. 437-528).",1,0,1,1,1982-1983,,American,Pottery from the 198 ...

291,Tomber 1992,Tomber,1992,"Roman fine wares, in: R.M. Harrison et al., Amorium excavations 1991. The fourth preliminary report, in: AS XLII, 1992, p. 216.",1,0,1,0,1988 & 1990,,British,"Roman fine wares, in ..."

292,Tomber 1999,Tomber,1999,"Pottery from the sediments of the Inner Harbour (Area I14), in: K. Holum/A. Raban/J. Patrich (eds.), 1999: Caesarea Papers 2. Herod's temple, the provincial governor's praetorium and granaries, the later harbour, a gold coin hoard, and other studies, Ann Arbor (JRA Supplementary Series 35) (pp. 295-322).",1,0,1,1,,,,Pottery from the sed ...

293,Tomber 2002,Tomber,2002,"The ceramic finds from Maroni Petrera, in: S.W. Manning et al., 2002: The Late Roman Church at Maroni Petrera. Survey and salvage excavations 1990-1997, and other traces of Roman remains in the lower Maroni Valley, Cyprus, Nicosia (pp. 41-57).",1,1,1,1,1990-1997,,British,The ceramic finds fr ...

294,Unknown-Damaskos 2004,Unknown-Damaskos,2004,"Damaskus, Zitadelle, in: Arch. Anz. 2004, pp. 363-4.",1,0,0,0,,,German,"Damaskus, Zitadelle, ..."

295,Unterkircher 1983,Unterkircher,1983,"Terra sigillata aus dem Heraion von Samos, in: Mitt des DAI, Ath.Abt. Band 98, 1983, pp. 172-214.",1,0,1,0,,,German,Terra sigillata aus  ...

296,Vaag 2002,Vaag,2002,"Black and red plain pottery, in: L.E. Vaag/V. N¿rskov/J. Lund, 2002: The Maussolleion at Halikarnassos. Volume 7. The pottery. Ceramic material and other finds from selected contexts, Aarhus (Jutland Archaeological Society Publications XV:7, 2002) (pp. 28-38).",1,0,1,0,1966-1977,,Danish,Black and red plain  ...

297,Vanderhoeven 1989,Vanderhoeven,1989,"Les terres sigillees (1966-1972), Brussel (Fouilles d'Apamee de Syrie, IX.1).",1,0,1,0,1966-1972,,Belgian,Les terres sigillees ...

298,Vegas 1994,Vegas,1994,"Ein fruhkaiserzeitlichen Fundkomplex aus Karthago, in: Mitt DAI RA Band 101, 1994, pp. 339-64.",1,0,1,1,,,German,Ein fruhkaiserzeitli ...

299,Vogeikoff-Brogan 2000,Vogeikoff-Brogan,2000,"Late Hellenistic pottery in Athens: A new deposit and further thoughts on the association of pottery and societal change, in: Hesperia 69, 2000, pp. 293-333.",1,0,1,0,1955-1960,,Greek,Late Hellenistic pot ...

